rank	stem	stemLen	isWord	track	score	value	gainPar	gainAlpha	deadPoints	effort	studyItems	newWords	owned	learning	unknown	familySize	branches	presentShare	presentGames	enumerability	enumerabilityObserved	enumerabilityFindable	enumerabilitySource	cueable	coherence	residual	deadBranches	deadExposure	scoreStandalone	learn	why
4084	AWES	4	True	misswipe	0.027819	0.046736	0	0	0.23368	1.68	0	0	2	0	13	12	19	0.013264	38	0.36154	1.2895	0.41728	calibrated	False	0.57394	461.66	58	0.32158	0.027819		AWES- is on 1% of your boards; you already own 2 of the 19 words on it (12 of them extend the stem's own path), so the rest cost little; enumerability 0.4 is below the band, so it is a study item and not a board cue.
4085	NELE	4	False	misswipe	0.027818	0.07789	0	0	0.38945	2.8	0	0	1	1	32	39	63	0.022339	64	0.64979	1.7812	0.74996	calibrated	False	0.4967	581.67	59	0.31822	0.027818		NELE- is on 2% of your boards; you own 1 of the 63 words on it; enumerability 0.7 is below the band, so it is a study item and not a board cue.
4086	REG	3	True	alpha	0.027784	0.1567	0	2.9011	0.78351	5.64	6	0	16	45	298	328	531	0.11065	317	4.2981	4.6814	4.6814	observed	True	0.40116	4482.6	53	0.12925	0.54217	REGES ERGS REGO REGNA AREG ERGO	REG- is on 11% of your boards; you already own 16 of the 531 words on it (328 of them extend the stem's own path), so the rest cost little; the queue wants REGES, ERGS, REGO (2.9 points a game between 6 words); enumerability 4.7 is inside the 2-6 band, so it also works as something to scan for on a board; 53 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
4087	OUPS	4	True	misswipe	0.027774	0.04666	0	0	0.2333	1.68	0	0	3	5	18	21	35	0.014311	41	2.177	2.4146	2.5127	calibrated	True	0.62532	1424	55	0.29757	0.027774		OUPS- is on 1% of your boards; you already own 3 of the 35 words on it (21 of them extend the stem's own path), so the rest cost little; enumerability 2.5 is inside the 2-6 band, so it also works as something to scan for on a board.
4088	SIS	3	True	alpha	0.027759	0.1016	0.69808	3.7105	0.508	3.66	3	0	5	28	268	446	623	0.074346	213	3.8777	5.1737	5.1737	observed	True	0.38793	5671.3	51	0.12472	1.2323	RESIST SIPS SISTRA	SIS- is on 7% of your boards; you already own 5 of the 623 words on it (446 of them extend the stem's own path), so the rest cost little; the queue wants RESIST, SIPS, SISTRA (4.4 points a game between 3 words); enumerability 5.2 is inside the 2-6 band, so it also works as something to scan for on a board; 51 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4089	FIT	3	True	misswipe	0.027739	0.068238	0.003989	0	0.34119	2.46	1	0	2	9	90	110	144	0.047818	137	2.2534	2.5036	4.093	calibrated	True	0.41842	1111.3	47	0.13024	0.029361	FIST	FIT- is on 5% of your boards; you already own 2 of the 144 words on it (110 of them extend the stem's own path), so the rest cost little; the queue wants FIST (0.0 points a game between 1 word); enumerability 4.1 is inside the 2-6 band, so it also works as something to scan for on a board.
4090	TRAPS	5	True	misswipe	0.027737	0.046599	0	0	0.23299	1.68	0	0	6	11	21	18	42	0.015707	45	1.6967	1.9556	1.5675	calibrated	False	0.66138	906.14	54	0.27076	0.027737		TRAPS- is on 2% of your boards; you already own 6 of the 42 words on it (18 of them extend the stem's own path), so the rest cost little; enumerability 1.6 is below the band, so it is a study item and not a board cue.
4091	AML	3	False	misswipe	0.027733	0.077653	0	0	0.38827	2.8	0	0	1	8	32	37	59	0.02199	63	0.8961	1.4762	1.6277	calibrated	False	0.40956	439.59	60	0.32229	0.027733		AML- is on 2% of your boards; you own 1 of the 59 words on it; enumerability 1.6 is below the band, so it is a study item and not a board cue.
4092	IASE	4	False	misswipe	0.027733	0.077653	0	0	0.38827	2.8	0	0	0	2	20	25	33	0.02199	63	0.14824	1.381	0.17109	calibrated	False	0.50921	197.74	60	0.32229	0.027733		IASE- is on 2% of your boards; you own none of the 33 words on it yet; enumerability 0.2 is below the band, so it is a study item and not a board cue.
4093	OSEA	4	False	misswipe	0.027733	0.077653	0	0	0.38827	2.8	0	0	0	1	7	8	11	0.02199	63	0.28907	1.2381	0.33363	calibrated	False	0.53869	322.43	60	0.32229	0.027733		OSEA- is on 2% of your boards; you own none of the 11 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
4094	DESH	4	False	misswipe	0.027733	0.077653	0	0	0.38827	2.8	0	0	0	2	8	7	13	0.02199	63	0.51144	1.1429	0.59029	calibrated	False	0.53492	496.01	60	0.32229	0.027733		DESH- is on 2% of your boards; you own none of the 13 words on it yet; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4095	STIM	4	True	misswipe	0.027713	0.046558	0	0	0.23279	1.68	0	0	5	9	38	28	62	0.038743	111	1.7401	2.2432	2.0083	calibrated	True	0.54546	1105.1	53	0.10967	0.027713		STIM- is on 4% of your boards; you already own 5 of the 62 words on it (28 of them extend the stem's own path), so the rest cost little; enumerability 2.0 is inside the 2-6 band, so it also works as something to scan for on a board.
4096	TETS	4	True	misswipe	0.027701	0.077563	0	0	0.38781	2.8	0	0	1	0	15	12	21	0.023037	66	0.57761	1.2727	0.66665	calibrated	False	0.58849	511.64	59	0.30728	0.027701		TETS- is on 2% of your boards; you own 1 of the 21 words on it; enumerability 0.7 is below the band, so it is a study item and not a board cue.
4097	RERAI	5	False	misswipe	0.027698	0.046533	0	0	0.23266	1.68	0	0	2	3	10	8	16	0.013264	38	0.65839	1.5526	0.60825	calibrated	False	0.656	715.29	58	0.32018	0.027698		RERAI- is on 1% of your boards; you already own 2 of the 16 words on it (8 of them extend the stem's own path), so the rest cost little; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4098	ERO	3	False	alpha	0.027681	0.48498	9.5998	25.657	2.4249	17.52	24	0	24	63	645	685	1026	0.32147	921	4.0078	5.4712	5.4712	observed	True	0.38802	5513.7	55	0.13769	2.0401	DINERO HOER HERON ERODE HEROS ERODES RODE DOER HERONS SERON EROSE OWER STEROL ROED REOS SERONS HERO CEROS EROS KORE SHERO ROHE CERO WERO	ERO- is on 32% of your boards; you already own 24 of the 1026 words on it (685 of them extend the stem's own path), so the rest cost little; the queue wants DINERO, HOER, HERON (35.3 points a game between 24 words); enumerability 5.5 is inside the 2-6 band, so it also works as something to scan for on a board; 55 dead affixes worth 2.4 points a game in avoided misswipes at the current weight.
4099	EROD	4	False	alpha	0.02768	0.13286	0	5.0904	0.66432	4.8	2	0	0	2	32	24	41	0.042234	121	1.0352	1.7851	1.1948	calibrated	False	0.52672	1282.3	55	0.28711	1.0882	ERODE ERODES	EROD- is on 4% of your boards; you own none of the 41 words on it yet; the queue wants ERODE, ERODES (5.1 points a game between 2 words); enumerability 1.2 is below the band, so it is a study item and not a board cue; 55 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
4100	PATE	4	True	par	0.027677	0.063102	0.91385	0	0.31551	2.28	1	0	15	17	71	74	136	0.055148	158	3.1983	3.9177	3.6914	calibrated	True	0.52982	1683.4	54	0.10443	0.42849	SPATE	PATE- is on 6% of your boards; you already own 15 of the 136 words on it (74 of them extend the stem's own path), so the rest cost little; the queue wants SPATE (0.9 points a game between 1 word); enumerability 3.7 is inside the 2-6 band, so it also works as something to scan for on a board.
4101	PEAT	4	True	par	0.027674	0.063096	3.6126	0	0.31548	2.28	1	0	5	5	22	26	48	0.046771	134	1.5545	1.7537	1.7941	calibrated	False	0.54683	1144.1	54	0.12312	1.6121	SPEAT	PEAT- is on 5% of your boards; you already own 5 of the 48 words on it (26 of them extend the stem's own path), so the rest cost little; the queue wants SPEAT (3.6 points a game between 1 word); enumerability 1.8 is below the band, so it is a study item and not a board cue.
4102	ALINE	5	True	par	0.027669	0.063086	4.3979	0	0.31543	2.28	1	0	5	7	48	35	70	0.05445	156	2.5654	2.9423	2.37	calibrated	True	0.65533	1346.2	54	0.10574	1.9566	ALINED	ALINE- is on 5% of your boards; you already own 5 of the 70 words on it (35 of them extend the stem's own path), so the rest cost little; the queue wants ALINED (4.4 points a game between 1 word); enumerability 2.4 is inside the 2-6 band, so it also works as something to scan for on a board.
4103	HINO	4	False	alpha	0.027669	0.10514	0	1.0662	0.52571	3.8	1	0	0	0	13	21	22	0.030366	87	0.95163	2.046	1.0983	calibrated	False	0.53689	1032.9	58	0.316	0.30824	RHINO	HINO- is on 3% of your boards; you own none of the 22 words on it yet; the queue wants RHINO (1.1 points a game between 1 word); enumerability 1.1 is below the band, so it is a study item and not a board cue; 58 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
4104	AUL	3	False	par	0.027662	0.16874	0.4646	0.08377	0.8437	6.1	3	0	1	15	182	233	299	0.053403	153	4.0204	4.3399	7.3027	calibrated	False	0.43653	2562.9	53	0.28837	0.11756	SAUL HAUL LAUD	AUL- is on 5% of your boards; you own 1 of the 299 words on it; the queue wants SAUL, HAUL, LAUD (0.5 points a game between 3 words); enumerability 7.3 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 53 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
4105	TERG	4	False	misswipe	0.027661	0.077451	0	0	0.38725	2.8	0	0	1	1	15	21	29	0.02199	63	0.80064	1.3968	0.92408	calibrated	False	0.50786	734.79	59	0.32145	0.027661		TERG- is on 2% of your boards; you own 1 of the 29 words on it; enumerability 0.9 is below the band, so it is a study item and not a board cue.
4106	PRET	4	False	misswipe	0.027633	0.077373	0	0	0.38686	2.8	0	0	1	9	55	69	97	0.02199	63	1.0622	1.8571	1.226	calibrated	False	0.5055	1291.6	59	0.32113	0.027633		PRET- is on 2% of your boards; you own 1 of the 97 words on it; enumerability 1.2 is below the band, so it is a study item and not a board cue.
4107	ANEN	4	False	misswipe	0.027631	0.077367	0	0	0.38684	2.8	0	0	0	1	5	15	15	0.022339	64	0.67579	1.125	0.77997	calibrated	False	0.50889	448.11	59	0.31608	0.027631		ANEN- is on 2% of your boards; you own none of the 15 words on it yet; enumerability 0.8 is below the band, so it is a study item and not a board cue.
4108	POSTI	5	False	misswipe	0.027623	0.046407	0	0	0.23204	1.68	0	0	2	6	40	25	59	0.014311	41	1.7206	2.7317	1.5895	calibrated	False	0.6373	1291.9	55	0.29596	0.027623		POSTI- is on 1% of your boards; you already own 2 of the 59 words on it (25 of them extend the stem's own path), so the rest cost little; enumerability 1.6 is below the band, so it is a study item and not a board cue.
4109	ETAGS	5	False	misswipe	0.027617	0.046397	0	0	0.23198	1.68	0	0	3	1	7	2	11	0.013264	38	0.42735	1	0.3948	calibrated	False	0.72917	611.5	59	0.31925	0.027617		ETAGS- is on 1% of your boards; you already own 3 of the 11 words on it (2 of them extend the stem's own path), so the rest cost little; enumerability 0.4 is below the band, so it is a study item and not a board cue.
4110	PIEN	4	False	misswipe	0.027616	0.046395	0	0	0.23197	1.68	0	0	3	1	15	18	27	0.013613	39	0.54582	1.4872	0.62997	calibrated	False	0.51711	586.43	59	0.31105	0.027616		PIEN- is on 1% of your boards; you already own 3 of the 27 words on it (18 of them extend the stem's own path), so the rest cost little; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4111	ESSO	4	False	misswipe	0.027605	0.077294	0	0	0.38647	2.8	0	0	1	6	31	55	85	0.02199	63	0.56955	1.5397	0.65736	calibrated	False	0.49665	383.21	59	0.3208	0.027605		ESSO- is on 2% of your boards; you own 1 of the 85 words on it; enumerability 0.7 is below the band, so it is a study item and not a board cue.
4112	TYL	3	False	misswipe	0.0276	0.077281	0	0	0.3864	2.8	0	0	0	0	119	179	216	0.022688	65	2.0422	4.5077	3.7095	calibrated	True	0.39318	2586	58	0.31087	0.0276		TYL- is on 2% of your boards; you own none of the 216 words on it yet; enumerability 3.7 is inside the 2-6 band, so it also works as something to scan for on a board.
4113	TENTE	5	False	par	0.027568	0.062854	3.5797	0	0.31427	2.28	1	0	5	8	9	16	33	0.019546	56	1.4029	1.6964	1.296	calibrated	False	0.66034	284.33	55	0.29348	1.5976	TENTER	TENTE- is on 2% of your boards; you already own 5 of the 33 words on it (16 of them extend the stem's own path), so the rest cost little; the queue wants TENTER (3.6 points a game between 1 word); enumerability 1.3 is below the band, so it is a study item and not a board cue.
4114	REWS	4	True	misswipe	0.027564	0.07718	0	0	0.3859	2.8	0	0	0	1	19	27	35	0.022688	65	1.1228	1.7077	1.2959	calibrated	False	0.56473	995.62	56	0.31047	0.027564		REWS- is on 2% of your boards; you own none of the 35 words on it yet; enumerability 1.3 is below the band, so it is a study item and not a board cue.
4115	NASA	4	False	misswipe	0.027558	0.077163	0	0	0.38581	2.8	0	0	0	1	19	24	29	0.02199	63	0.55411	1.6032	0.63954	calibrated	False	0.51151	643.9	59	0.32025	0.027558		NASA- is on 2% of your boards; you own none of the 29 words on it yet; enumerability 0.6 is below the band, so it is a study item and not a board cue.
4116	CRAS	4	False	misswipe	0.027527	0.046246	0	0	0.23123	1.68	0	0	3	7	39	34	61	0.030716	88	1.1811	1.6477	1.3632	calibrated	False	0.53772	1264	58	0.13741	0.027527		CRAS- is on 3% of your boards; you already own 3 of the 61 words on it (34 of them extend the stem's own path), so the rest cost little; enumerability 1.4 is below the band, so it is a study item and not a board cue.
4117	ASTU	4	False	misswipe	0.02752	0.077057	0	0	0.38528	2.8	0	0	0	0	35	25	49	0.02199	63	0.81915	1.4127	0.94544	calibrated	False	0.50883	940.76	59	0.31981	0.02752		ASTU- is on 2% of your boards; you own none of the 49 words on it yet; enumerability 0.9 is below the band, so it is a study item and not a board cue.
4118	LEMA	4	False	misswipe	0.02752	0.077057	0	0	0.38528	2.8	0	0	0	1	26	32	43	0.02199	63	0.76512	1.6825	0.88307	calibrated	False	0.50461	729.5	59	0.31981	0.02752		LEMA- is on 2% of your boards; you own none of the 43 words on it yet; enumerability 0.9 is below the band, so it is a study item and not a board cue.
4119	SASI	4	False	misswipe	0.02752	0.077057	0	0	0.38528	2.8	0	0	1	1	4	4	9	0.02199	63	0.60395	1.5556	0.69706	calibrated	False	0.67619	432.93	59	0.31981	0.02752		SASI- is on 2% of your boards; you own 1 of the 9 words on it; enumerability 0.7 is below the band, so it is a study item and not a board cue.
4120	MATI	4	False	par	0.02752	0.15962	1.5149	0.40721	0.79808	5.8	3	0	1	6	157	182	252	0.048517	139	1.7235	3.4604	1.9892	calibrated	False	0.487	2108.8	55	0.30025	0.35893	MATIES MATIN MATIER	MATI- is on 5% of your boards; you own 1 of the 252 words on it; the queue wants MATIES, MATIN, MATIER (1.9 points a game between 3 words); enumerability 2.0 is below the band, so it is a study item and not a board cue; 55 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
4121	HOTS	4	True	misswipe	0.027508	0.077021	0	0	0.38511	2.8	0	0	0	2	21	34	45	0.023037	66	0.60568	1.2727	0.69905	calibrated	False	0.50528	555.07	58	0.30513	0.027508		HOTS- is on 2% of your boards; you own none of the 45 words on it yet; enumerability 0.7 is below the band, so it is a study item and not a board cue.
4122	HOST	4	True	misswipe	0.027507	0.077021	0	0	0.3851	2.8	0	0	1	7	57	52	81	0.053752	154	2.3506	2.4156	2.713	calibrated	True	0.54066	1810.8	51	0.13077	0.027507		HOST- is on 5% of your boards; you own 1 of the 81 words on it; enumerability 2.7 is inside the 2-6 band, so it also works as something to scan for on a board.
4123	SERE	4	True	alpha	0.027487	0.14513	3.1985	5.7588	0.72567	5.28	6	0	6	19	50	42	102	0.10541	302	1.9454	2.0199	2.0199	observed	True	0.53673	1807.3	56	0.12566	1.7239	SERES SEREST SEREIN SERED SERER MISERE	SERE- is on 11% of your boards; you already own 6 of the 102 words on it (42 of them extend the stem's own path), so the rest cost little; the queue wants SERES, SEREST, SEREIN (9.0 points a game between 6 words); enumerability 2.0 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
4124	DERN	4	True	misswipe	0.027487	0.076963	0	0	0.38481	2.8	0	0	1	9	38	28	56	0.054799	157	1.0253	1.5732	1.1834	calibrated	False	0.55516	1142	52	0.12818	0.027487		DERN- is on 5% of your boards; you own 1 of the 56 words on it; enumerability 1.2 is below the band, so it is a study item and not a board cue.
4125	RECOI	5	False	misswipe	0.027484	0.046173	0	0	0.23087	1.68	0	0	2	4	14	12	23	0.013264	38	0.89866	1.9737	0.83021	calibrated	False	0.64567	1225.6	57	0.31771	0.027484		RECOI- is on 1% of your boards; you already own 2 of the 23 words on it (12 of them extend the stem's own path), so the rest cost little; enumerability 0.8 is below the band, so it is a study item and not a board cue.
4126	ATHA	4	False	misswipe	0.027472	0.076921	0	0	0.38461	2.8	0	0	0	2	20	31	39	0.02199	63	0.89291	1.6349	1.0306	calibrated	False	0.52832	810.52	59	0.31925	0.027472		ATHA- is on 2% of your boards; you own none of the 39 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
